pc_item_id,pc_item_name,fk_im_spec_master_desc,fk_im_spec_options_desc,glcat_mcat_id,glcat_mcat_name
229710334,Polycab Optima Electric Wire,Voltage,1100V,208737,Polycab House Wire
176481989,Polycab  Panel Wire FR,Suitable for,Homes,208737,Polycab House Wire
192670764,Polycab House Wire,Certifications,IS 694,208737,Polycab House Wire
286355123,4 Sq Mm Polycab House Wire,Insulation Material,PVC,208737,Polycab House Wire
176593165,Polycab FR LSH House Wire,Brand,Polycab,208737,Polycab House Wire
269764670,4 Sqmm Polycab Electrical House Wire,Suitable for,Homes,208737,Polycab House Wire
278484697,Polycab Wire 1.5 Sq Mm,Insulation Material,FR,208737,Polycab House Wire
144169706,Polycab Core Wire,Phase,Three,208737,Polycab House Wire
187855118,1.0 sq mm Skylark Housing Wire,Conductor,Copper,208737,Polycab House Wire
271079628,Polycab 6 Sqmm Copper Flexible Wire,Wire Size,6 sqmm,208737,Polycab House Wire
157934396,Green 0.75 Sqmm  Polycab Multi-strand Wire,Voltage,1100V,208737,Polycab House Wire
269887261,Polycab House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
277940130,Polycab 90 Meter Primma Wire,Suitable for,Homes,208737,Polycab House Wire
166374908,2.5sqmm Polycab Insulated Wire,Voltage,650/1100 V,208737,Polycab House Wire
116281962,Polycab Flexible Cable,Number Of Cores,1 to 4,208737,Polycab House Wire
256085398,4.0mm Lotus Cable Wire,Number Of Cores,Single Core,208737,Polycab House Wire
267850841,Polycab 0.75sqmm Blue  Wire,Current Rating,11A,208737,Polycab House Wire
66528555,Polycab Optima Plus LF FR House Wire,Number of Core,Single Core,208737,Polycab House Wire
235732350,Polycab Yellow Wire,,,208737,Polycab House Wire
138558580,Polycab Building Wires,Color,Black,208737,Polycab House Wire
278087279,4sqmm Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
120516591,Polycab Wires,Type,Low Voltage,208737,Polycab House Wire
260420630,1 Sqmm Green Polycab House Wire,Color,Green,208737,Polycab House Wire
140131623,Polycab Cables,,,208737,Polycab House Wire
125940314,Polycab Electrical Cable House Wire,Voltage,1100V,208737,Polycab House Wire
244340146,Polycab House Wire,Certifications,IS 694,208737,Polycab House Wire
247072934,90 m Polycab LFFR House Wire,Current Rating,32A,208737,Polycab House Wire
260865833,Polycab Green 2.5 Sqmm (2),,,208737,Polycab House Wire
200624686,Polycab Wire 16  Mm 90 Mtr,Suitable for,Construction,208737,Polycab House Wire
252894362,POLYCAB WIRE FR 4.00MM 3 CORE 100MTR,Conductor,Copper,208737,Polycab House Wire
156277994,Polycab Wires 1.0 Sq. Mm. (300 Mtr.),Certifications,IS 694,208737,Polycab House Wire
182997825,"1.00  Sqmm House Wire Green, 90 Mtr",Current Rating,11A,208737,Polycab House Wire
269363154,Electrical Polycab Wire,Suitable for,Construction,208737,Polycab House Wire
184777109,Polycab Blue House Copper Wire,Suitable for,Homes,208737,Polycab House Wire
278028989,Polycab 1 Sq Mm FRLS House Wire 300 Meter,Certifications,IS 694,208737,Polycab House Wire
276029454,1SQ.MM HOUSE WIRE 90M OPTIMA FRLF POLYCAB,Color,Red,208737,Polycab House Wire
168087508,Polycab Green Wire,Color,Red,208737,Polycab House Wire
286474101,polycab Electrical Cable Wires,Wire Size,0.75 sqmm,208737,Polycab House Wire
278740955,Black Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
183263902,Polycab FR House Wires,Color,Red,208737,Polycab House Wire
252894362,POLYCAB WIRE FR 4.00MM 3 CORE 100MTR,Current Rating,5A,208737,Polycab House Wire
280532308,Polycab Cables And Wires,,,208737,Polycab House Wire
173859709,Polycab 90mtr Eco Friendly House Wire,Current Rating,24A,208737,Polycab House Wire
167861708,Polycab FRLSH Wire,Brand,Polycab,208737,Polycab House Wire
268094163,Polycab 7 18 Green Aluminium Wire,Resistance (Max) per km @ Degree C,100000,208737,Polycab House Wire
184697614,Polycab Greenwire with 90m 6 sqmm Green Electric Copper Wire,Conductor,Copper,208737,Polycab House Wire
176430117,Polycab PVC Insulated Panel Wire,Number Of Cores,Single Core,208737,Polycab House Wire
284635137,Polycab House Wires 4mm,Wire Size,4 sqmm,208737,Polycab House Wire
179131745,Polycab Etira Flame Retardant House Wire,Conductor,Copper,208737,Polycab House Wire
270310529,Polycab Lead Free Flame Retardant Wire,Packaging Type,Box,208737,Polycab House Wire
246635188,Polycab Eco-Friendly Red House Wire,Insulation Material,FRLS,208737,Polycab House Wire
115216509,Polycab Fr House Wires,Color,Red,208737,Polycab House Wire
76995330,Qucab House Wire,,,208737,Polycab House Wire
158158802,2.50 Sqmm Polycab FRLF PVC Insulated Copper Wire,Insulation Material,PVC,208737,Polycab House Wire
189060087,Polycab Eco Friendly Red Wire,Color,Red,208737,Polycab House Wire
150675828,House wire Box,Rated Current,4MPRS,208737,Polycab House Wire
182899354,"1.50  Sqmm House Wire Blue, 90 Mtr",Suitable for,Homes,208737,Polycab House Wire
277215563,2.5 Sqmm Polycab Optima Plus Wire,Roll Length,90 m,208737,Polycab House Wire
126772905,Polycab Electrical Wire,,,208737,Polycab House Wire
120019276,Polycab House Wire,Insulation Material,FR,208737,Polycab House Wire
100825526,Polycab Flexible Cable,Length,300 m,208737,Polycab House Wire
133554460,Polycab Electrical Wire,Voltage,220 V,208737,Polycab House Wire
269488111,1sqmm Polycab House Wire,Voltage,220V,208737,Polycab House Wire
268580248,Polycab Project Wire Fr 0.75mm 300mtr,Color,Green,208737,Polycab House Wire
164825971,Polycab Flame Retardant Wire,Number Of Cores,Single Core,208737,Polycab House Wire
256248144,Polycab Yellow House Wire,Brand,Polycab,208737,Polycab House Wire
147828107,Polycab Fr House Wires,Certifications,RoHS Compliant,208737,Polycab House Wire
284518891,2.5 Sqmm Polycab Housing Wire,Suitable for,Homes,208737,Polycab House Wire
140693537,Polycab House Wire,Insulated Material,PVC Insulated,208737,Polycab House Wire
251641638,2.5 Sq mm Yash Cab Wires Cables,Brand,Yash Cab,208737,Polycab House Wire
226720970,Polycab Optima+ 1.5 Sq.mm 1 Core Frlf Wire Black (90 M),Conductor Strands Diameter,0.25 mm,208737,Polycab House Wire
111133480,2.5mm Polycab Etira House Wires,Heat Resistance,70 degrees C,208737,Polycab House Wire
288541465,"Polycab maxima+ 4 sqmm wire, multistrand, FRLSH, 90 m, Red",Certifications,RoHS,208737,Polycab House Wire
182899354,"1.50  Sqmm House Wire Blue, 90 Mtr",Certifications,IS 694,208737,Polycab House Wire
189060177,Polycab Eco Friendly Yellow Wire,Size,2.5mm,208737,Polycab House Wire
266322730,1 Core Polycab Green Electrical Copper Home Wire,Wire size,2.5 sqmm,208737,Polycab House Wire
160703700,Green Polycab House Electric Wire,Voltage,1100V,208737,Polycab House Wire
183547918,Polycab House Wire,Nominal Voltage Range,600/1100 V,208737,Polycab House Wire
258615093,1.5 Sqmm Polycab House Wire,Model Number,FRLF,208737,Polycab House Wire
192670395,House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
253090588,Polycab 25 Sq.mm 1 Core Stranded Flexible Wire (100 M),Type of Product,Stranded Flexible Wire,208737,Polycab House Wire
273248626,Polycab Electrical Wire,,,208737,Polycab House Wire
188312573,1.5sqmm Polycab FR-LSH House Wire,Color,Green,208737,Polycab House Wire
263321572,Polycab Wires,,,208737,Polycab House Wire
239376118,1.5Sqmm EBXL  DC Solar Cable,Nominal Overall Cable Diameter,4.5 mm,208737,Polycab House Wire
280462072,1.0 Sqmm  Polycab FRLS Wires,Insulation Material,FR,208737,Polycab House Wire
170822520,Polycab Wire,Number Of Cores,Single Core,208737,Polycab House Wire
271508413,Polycab Wire,,,208737,Polycab House Wire
193912466,Polycab Etira Flame Electric Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
145335959,Polycab House Wire,Usage/Application,House Wiring,208737,Polycab House Wire
250370130,Polycab 1.5sqmm Etira Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
168626146,Polycab FR House Wires,Insulation Material,FR,208737,Polycab House Wire
143773981,Polycab copper cable,Length,100 meter,208737,Polycab House Wire
276029456,2.5SQ.MM HOUSE WIRE 90M OPTIMA FRLF POLYCAB,Wire Size,2.5 sqmm,208737,Polycab House Wire
112680757,Polycab Wires,,,208737,Polycab House Wire
188702750,Polycab wire,Insulation Material,FRLF,208737,Polycab House Wire
278919561,Electrical Polycab House Wire,Suitable for,Homes,208737,Polycab House Wire
176479270,Polycab 1.5 Sq.mm PVC Insulated Industrial Wire,Voltage,220V,208737,Polycab House Wire
108355428,Polycab House Wires,,,208737,Polycab House Wire
255964193,10mm Red Polycab House Wire,Voltage,440V,208737,Polycab House Wire
144579231,Polycab Wire,,,208737,Polycab House Wire
231633931,Polycab (ETIRA) 6 Sq mm  House Wire 90 Meter (Yellow),Color,Yellow,208737,Polycab House Wire
169547676,Polycab FR House Wires,Current Rating,7A,208737,Polycab House Wire
133409557,1C x 35 Sqmm Polycab Flexible Cable,Brand,Polycab,208737,Polycab House Wire
226721403,Polycab Optima+ 1 Sq.Mm 1 Core Frlf Wire Yellow (90 M),Cable Length,90 m,208737,Polycab House Wire
243022219,Polycab 90m Wire,,,208737,Polycab House Wire
161459613,Polycab Frlsh Wires,Insulation Material,FRLS PVC,208737,Polycab House Wire
175796815,Polycab Yellow House Wire,Suitable for,Homes,208737,Polycab House Wire
286355098,Polycab 1.5 Sq Mm House Wire,Brand,Polycab,208737,Polycab House Wire
156280150,Polycab Wires 1.0 Sq. Mm. (90 Mtr.) - YELLOW,Wire Size,1 sqmm,208737,Polycab House Wire
178667145,Polycab Wire,Color,Green,208737,Polycab House Wire
184700062,"Polycab Green Wire 90m 0.75 sqmm RED, House Electric Copper Wire",Roll Length,90 m,208737,Polycab House Wire
251058602,Polycab Electrical Wire,Certifications,CE,208737,Polycab House Wire
224455769,Polycab Copper Flexible Cable,Type,LT Power Cable,208737,Polycab House Wire
254162443,Polycab House Wire,Insulation Material,FR,208737,Polycab House Wire
200600734,Ploycab Wires,,,208737,Polycab House Wire
84521468,Polycab Wire 1.0 sq mm,Flame Retardant,Yes,208737,Polycab House Wire
127228862,Polycab FR House Wire,Conductor,Copper,208737,Polycab House Wire
197747116,Polycab Green Wire,Color,Red,208737,Polycab House Wire
166385829,Polycab 6sqmm Insulated Wire,Brand,Polycab,208737,Polycab House Wire
97941473,Polycab Wire,Brand,Polycab,208737,Polycab House Wire
193764530,2.5 sqmm Polycab House Wire,Conductor,Copper,208737,Polycab House Wire
250404994,90m Polycab 1 sqmm House Wire,Packaging Type,Box,208737,Polycab House Wire
231627161,Polycab (ETIRA) 1.5 Sq mm  House Wire 90 Meter (Blue),Suitable for,Construction,208737,Polycab House Wire
139870554,Polycab PVC Insulated House Wires,,,208737,Polycab House Wire
267088640,Polycab 2.5 Sq Mm FRLF House Wire 180 Meter,Certifications,CE,208737,Polycab House Wire
263191040,Polycab PVC Insulated Copper Wire Single Core,Wire Size,1 sqmm,208737,Polycab House Wire
268262108,Polycab 2.5mm Green Wire,Conductor,Copper,208737,Polycab House Wire
184454021,Polycab Green Wire 90m 0.75 sqmm Black House Electric Copper Wire,Roll Length,90 m,208737,Polycab House Wire
251356161,Polycab 1Mm Wire,Resistance (Max) per km @ Degree C,40,208737,Polycab House Wire
158612046,Polycab Wire,,,208737,Polycab House Wire
183945408,Polycab Pvc Insulated Cables,,,208737,Polycab House Wire
263191596,"Polycab Optima Plus FR-LF 2.5 SQ-MM, 90 Meters PVC Insulated Copper Wire Single Core",Wire Size,2.5 sqmm,208737,Polycab House Wire
260395716,Santrack 1.5 Sqmm PVC House Wire,Color,Red,208737,Polycab House Wire
127500062,Housing Wire,Insulation Thickness,0.8 mm,208737,Polycab House Wire
205310138,Blue Polycab FR House Wire,Suitable for,Homes,208737,Polycab House Wire
122421315,0.75mm Electric House Wire,Insulated Material,Copper,208737,Polycab House Wire
226562327,"Polycab 70 Sqmm 2 Core Frls Black Copper Sheathed Flexible Cable, Length: 100 M",,,208737,Polycab House Wire
131388411,Polycab Electrical Wire,Power Source,Electric,208737,Polycab House Wire
226720259,Polycab Optima+ 1 Sq.mm 1 Core Frlf Wire Green (90 M),Certification,IS 694 / 1990,208737,Polycab House Wire
170430727,Polycab 4sqmm Eco Friendly Wire,Brand,Polycab,208737,Polycab House Wire
239607721,Polycab 2.5 Sq Mm FRLS-H House Wire 300 Meter Green,Roll Length,300 m,208737,Polycab House Wire
156231411,Polycab Wire,Roll Length,90m,208737,Polycab House Wire
130691289,Polycab Flexible Cable,Insulation Thickness,0.7 mm,208737,Polycab House Wire
236458663,Polycab House Wire,Number Of Cores,Single Core,208737,Polycab House Wire
269619458,Polycab Wire,Insulation Material,FR,208737,Polycab House Wire
286355096,Polycab Fr House Wires,Voltage,1100 Volts (AC),208737,Polycab House Wire
279695162,Polcab Eron,,,208737,Polycab House Wire
241235971,Polycab Wire,Wire Size,1 sqmm,208737,Polycab House Wire
262082203,1 Sqmm Red  Polycab House Wire,Color,Red,208737,Polycab House Wire
267086298,Polycab Green Wire Electircal Wire 1.5 MM,Country Of Origin,Made in India,208737,Polycab House Wire
148764877,Polycab House Wires,Certifications,CE,208737,Polycab House Wire
281624841,Polycab Wire 2.5 Sq Mm,Certifications,IS 694,208737,Polycab House Wire
161743736,Polycab House Wires,Number Of Cores,Single Core,208737,Polycab House Wire
169679879,Polycab FR House Wires,Number Of Cores,Single Core,208737,Polycab House Wire
286824000,Polycab Wire 1 Sq Mm,Conductor,Copper,208737,Polycab House Wire
281625530,Polycab 4.0 Sq Mm Wire,Voltage,220V,208737,Polycab House Wire
142975409,20 Sqmm INDUSTRIAL Electrical Wire,Color,Green,208737,Polycab House Wire
188098319,Polycab FR House Wire,Certifications,CE,208737,Polycab House Wire
226836044,6sqm Polycab  House Wire,Product Installation Type,LR FR,208737,Polycab House Wire
274329281,Polycab Primma Wire 0.75mm,Suitable for,Construction,208737,Polycab House Wire
184700960,"Polycab Lead Free FR-LF - 90m 0.75 sqmm White, House Electric Copper Wire",Brand,Polycab,208737,Polycab House Wire
129412453,Polycab Fr House Wires,Conductor,Copper,208737,Polycab House Wire
272428092,Polycab 1mm Wire,Wire Size,1 sqmm,208737,Polycab House Wire
156280260,Polycab FR PVC Insulated Wires,Suitable for,Homes,208737,Polycab House Wire
140844991,Polycab Electric Wire,Feature,Higher Oxygen and Temperature Index,208737,Polycab House Wire
156459564,Polycab Wires And Cabels,Brand,Polycab,208737,Polycab House Wire
145928549,90 M Polycab House Wire,Current Rating,5 Amp,208737,Polycab House Wire
185986396,Polycab PVC Blue 90 M Wire,Color,Blue,208737,Polycab House Wire
288604209,Polycab House Wire,Wire Size,2.5 sqmm,208737,Polycab House Wire
164992166,Polycab 1.5 Sq Mm Fr House Wire,Voltage,220V,208737,Polycab House Wire
78644211,Polycab FR PVC House Wires,Approx Outer Dia,3150 mm,208737,Polycab House Wire
267084960,Polycab Etira Electircal Wire 1MM,Suitable for,Construction,208737,Polycab House Wire
182900005,"1.00  Sqmm House Wire Red, 200 Mtr",Certifications,IS 694,208737,Polycab House Wire
254071586,0.75sqmm Polycab Blue Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
247150839,Havells or Polycab wires and Cable,Suitable for,Homes,208737,Polycab House Wire
182876829,"2.50 Ssqmm House Wire Red, 90mtr",Conductor,Copper,208737,Polycab House Wire
136646782,Polycab FR House Wires,Voltage,1100V,208737,Polycab House Wire
179041810,Polycab Electric Wire,,,208737,Polycab House Wire
199612814,Polycab House Wire In Chennai,Cable Length,90 MTR,208737,Polycab House Wire
182124628,Polycab 1sqmm  House Wire,Insulation Material,FRLF,208737,Polycab House Wire
253090724,Polycab 2.5 Sq.Mm 2 Core Fr Industrial Flexible Cable Black (100 M),Nominal Area,2.5 Sq.mm,208737,Polycab House Wire
118730501,Polycab 1 sq.mm - 90M,Brand, Finolex,208737,Polycab House Wire
153976047,FRZH Wires,Insulation Material,PVC,208737,Polycab House Wire
278047284,Polycab Maxima Plus Wire,Conductor,Copper,208737,Polycab House Wire
192195715,Polycab House  Wire,Voltage,440V,208737,Polycab House Wire
153969953,FRZH Building Wires,Voltage,1100 V,208737,Polycab House Wire
112270461,Polycab Electrical Wires,Application,7 years,208737,Polycab House Wire
267087487,Polycab Optima FRLF Wire 1 MM,Certifications,RoHS Compliant,208737,Polycab House Wire
274721455,Polycab Electrical Wire,Number Of Cores,2 Core,208737,Polycab House Wire
240824590,"Polycab 2.5 sqmm wire, Flame Retardent (FR) ,Multistrand, 90m, Red",Number of Core,Single Core,208737,Polycab House Wire
247139176,2.5sqmm Polycab Red House Wire,Packaging Type,Box,208737,Polycab House Wire
162323124,4.0 sq.mm x 1 Core Polycab Copper Flexible Wire,Size,4 Sq mm,208737,Polycab House Wire
288666443,"Polycab Maxima+ 4 sqmm Wire, Multistrand, HR FR-LSH LF, 90m,Red",Colour,Red,208737,Polycab House Wire
160510503,Polycab Wire,Core Material,PVC,208737,Polycab House Wire
255578871,FR Yellow Polycab House Wire,Features,Flame Retardant,208737,Polycab House Wire
252893965,POLYCAB WIRE FR 1.00MM 3 CORE 100MTR,Suitable for,Homes,208737,Polycab House Wire
133190425,Polycab Wire 0.5sqmm FR 100 Meter,Flame Retardant,Yes,208737,Polycab House Wire
203893689,Polycab 2.5 Sqmm House Wire,Conductor,Copper,208737,Polycab House Wire
276029456,2.5SQ.MM HOUSE WIRE 90M OPTIMA FRLF POLYCAB,Roll Length,90 m,208737,Polycab House Wire
121704823,Polycab Maxima Plus Green House Wire,Model,Polycab Maxima+,208737,Polycab House Wire
140931668,House Wire,Fire Resistant,Yes,208737,Polycab House Wire
172080061,Polycab Panel Wire,Suitable for,Construction,208737,Polycab House Wire
258583930,Poly Cables Wires,,,208737,Polycab House Wire
167918715,1sqmm Polycab Electrical Wires,Brand,Polycab,208737,Polycab House Wire
185770950,Polycab 16 sq.mm 1 Core Copper Flexible Cable,Number Of Cores,Single Core,208737,Polycab House Wire
266628901,Polycab 1.5sqmm HR FR LSH LF Green Wire,Suitable for,Homes,208737,Polycab House Wire
93358003,Polycab Wires,,,208737,Polycab House Wire
174965323,0.75 Sqmm Polycab House Wires,Voltage,240V,208737,Polycab House Wire
180408674,Polycab LF FR PVC Insulated House Wire,Packaging Type,Box,208737,Polycab House Wire
182890926,"0.75 Sqmm House Wire Red, 200 Mtr",Conductor Type,Copper,208737,Polycab House Wire
196668828,Polycab FR 300 Mtr Wires,Insulation Material,PVC,208737,Polycab House Wire
35066531,Polycab FRLS Wires,Suitable for,Buildings,208737,Polycab House Wire
147119359,"Apar Wires & Cables, Polycab Wires ,",,,208737,Polycab House Wire
147269551,Polycab Wire,,,208737,Polycab House Wire
266310280,Polycab 1.5 Sqmm  House Wire,Colour,Red,208737,Polycab House Wire
286053907,2.5mm Polycab Optima Wire,Current Rating,32A,208737,Polycab House Wire
235460850,Polycab Wires And Cables,Brand,Polycab,208737,Polycab House Wire
275392078,Polycab Optima Plus PVC Wire,Current Rating,5A,208737,Polycab House Wire
189285162,202 Stainless Steel Wire,Hardness,50 HRC,208737,Polycab House Wire
192645672,Polycab House Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
134320607,Electric House Wire,Brand,Polycab,208737,Polycab House Wire
261056480,Polycab 16 Sq.mm 1 Core Stranded Flexible Wire (100 M),Type of Product,Stranded Flexible Wire,208737,Polycab House Wire
275088038,1.5 sqmm Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
257651339,Polycab Wire,,,208737,Polycab House Wire
193463962,"Polycab 1 sqmm wire, Flame Retardent (FR) ,Multistrand, 90m, Green",Colour,Green,208737,Polycab House Wire
141073718,Polycab House Wire,Cross Sectional Size,"Available in 1, 1.5, 2 sq mm",208737,Polycab House Wire
275174511,Polycab Single Core PVC Insulated Wire,Roll Length,90 m,208737,Polycab House Wire
281076914,Polycab House Wire,Voltage,220V,208737,Polycab House Wire
196684061,Housing Wire,Suitable for,Construction,208737,Polycab House Wire
201374560,Polycab House Wire,Insulation Material,FR,208737,Polycab House Wire
172456669,Polycab Electrical House Wire 1.5 sq.mm,Country Of Origin,Made in India,208737,Polycab House Wire
226721361,Polycab Optima+ 1.5 Sq.Mm 1 Core Frlf Wire Blue (90 M),Type of Product,Flame Retardant (FR) House Cable,208737,Polycab House Wire
200624258,Polycab Wire 90 Mtr 6,Certifications,RoHS Compliant,208737,Polycab House Wire
283526089,Polycab Cables 1.5 Sq Mm,Insulation Thickness,1 mm,208737,Polycab House Wire
195156954,Wires,Conductor,Aluminium,208737,Polycab House Wire
166385312,Polycab 1sqmm Insulated Wire,Is It Armoured,Armoured,208737,Polycab House Wire
262653071,Polycab House Wire,,,208737,Polycab House Wire
184699064,Polycab Lead Free FR-LF - 90m 2.5 sqmm House Electric Copper Wire,Suitable for,Homes,208737,Polycab House Wire
277210873,Polycab 2.5Sqmm Insulated Wire,Insulation Material,PVC,208737,Polycab House Wire
188330273,Polycab Flexible Cable,Conductor Type,Fr Pvc Ins,208737,Polycab House Wire
238280619,4 Sqmm Polycab FR House Wires,Brand,Polycab,208737,Polycab House Wire
269740777,Polycab Wire .75 Sq Mm,Wire Size,0.75 sqmm,208737,Polycab House Wire
283526088,Polycab 16 Sqmm LFFR House Cable,Number of Core,1 Core,208737,Polycab House Wire
261600651,Polycab Wire,,,208737,Polycab House Wire
148736061,Polycab FR House Wires,Certifications,IS 694,208737,Polycab House Wire
178185785,Policap Cables,,,208737,Polycab House Wire
258649928,Electric Wire Supplier in Pithoragarh Uttarakhand,Country of Origin,Made in India,208737,Polycab House Wire
288604568,Polycab House Wire,Roll Length,90 m,208737,Polycab House Wire
166912853,"Polycab 1 sqmm wire, LFFR  ,Multistrand, 90m, Red",Insulation Type,LF FR,208737,Polycab House Wire
193459926,Polycab House Wire,Voltage,220V,208737,Polycab House Wire
166385829,Polycab 6sqmm Insulated Wire,Conductor Material,Copper,208737,Polycab House Wire
177188329,POLYCAB,,,208737,Polycab House Wire
286355095,Polycab Panel Wire,Wire Size,6 sqmm,208737,Polycab House Wire
161504109,Polycab Flame Retardant Lead Free House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
193668999,Polycab 4 Sq Mm Wire,,,208737,Polycab House Wire
166620187,Electrical Polycab Wire,Brand,Polycab,208737,Polycab House Wire
279832472,Polycab Etira PVC Cable,Wire Size,1.5 sqmm,208737,Polycab House Wire
280839234,Polycab House Wire,Color,Red,208737,Polycab House Wire
237244522,1.0 SQ MM Electric Wire,Country of Origin,Made in India,208737,Polycab House Wire
273584086,2.5sqmm Polycab Optima Plus PVC Insulated Wire,Voltage,1100V,208737,Polycab House Wire
266278387,Polycab Wire,,,208737,Polycab House Wire
166407419,Poly Cables Wires,Brand,PolyCab,208737,Polycab House Wire
245808133,Polycab Fr House Wires,Number Of Cores,2 Core,208737,Polycab House Wire
282015511,Polycab 10Sqmm House Wire,Size,10sqmm,208737,Polycab House Wire
261049363,Electric Wire,No. of Cores,5 Core,208737,Polycab House Wire
98096453,Polycab 6 sqmm PVC Flexible Wire,Number Of Core,3 Core,208737,Polycab House Wire
159667491,Polycab Fr House Wires,Certifications,IS 694,208737,Polycab House Wire
268643979,1.5 Sq Mm Polycab Wire,Roll Length,90 m,208737,Polycab House Wire
155366526,90 m Polycab PVC Lead Free House Wire,Wire Size,4 sqmm,208737,Polycab House Wire
153321671,Polycab Fr House Wires,Suitable for,Homes,208737,Polycab House Wire
269869039,Yellow Polycab 1sqmm House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
266480981,300 m Polycab House Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
286957349,Polycab Wire,,,208737,Polycab House Wire
127908050,Polycab Cables,,,208737,Polycab House Wire
141448681,Polycab Wire,,,208737,Polycab House Wire
266628926,Polycab 1sqmm HR FR LSH LF Green Wire,Suitable for,Homes,208737,Polycab House Wire
184695054,Polycab Greenwire with 90m 4 sqmm Green House Electric Copper Wire,Size,4 Sqmm,208737,Polycab House Wire
178667145,Polycab Wire,Number Of Cores,Single Core,208737,Polycab House Wire
263094541,Electrical Polycab Wire,Wire Size,4 sqmm,208737,Polycab House Wire
141574910,Polycab Wire 1.5sq,,,208737,Polycab House Wire
200270494,Polycab House Panel Wire,Conductor,Copper,208737,Polycab House Wire
81930053,Polycab Multicore Wires,Insulation Material,PVC,208737,Polycab House Wire
146483924,Red Polycab Wire,Brand,Polycab,208737,Polycab House Wire
272057460,Polycab Red Wire,Size,1.5 Sq mm,208737,Polycab House Wire
255733943,Polycab 0.5 Sq.Mm 2 Core Fr Industrial Flexible Cable Black (100 M),Conductor Material,Copper Conductor,208737,Polycab House Wire
171246721,Multi Core Copper Flexible Wire Polycab,Warranty,NO,208737,Polycab House Wire
114473438,Polycab Wires & Cables,Number of core,1,208737,Polycab House Wire
251545366,Polycab Wire,Conductor,Copper,208737,Polycab House Wire
267719940,Polycab House Wire IN COIMBATORE,Packaging Type,Roll,208737,Polycab House Wire
188035629,Polycab FRLF House Wires,Number Of Cores,Single Core,208737,Polycab House Wire
224941845,Polycab Wire,,,208737,Polycab House Wire
266324384,1.5sqmm 3 Core Polycab Multicore Cable,Suitable for,Homes,208737,Polycab House Wire
267087812,Polycab Green Wire Electircal Wire 4 MM,Insulation Material,FRLF,208737,Polycab House Wire
131291080,Polycab House Wire,Pack Type,Roll,208737,Polycab House Wire
287042900,90 Meter Polycab FRLF PVC Copper Wire,Voltage,1100V,208737,Polycab House Wire
146348269,4Sqmm Polycab House Wire,Insulation Thickness,0.45 mm,208737,Polycab House Wire
225437690,"Polycab 2.5 sqmm wire, Flame Retardent (FR) ,Multistrand, 90m, Red",Suitable for,Construction,208737,Polycab House Wire
162126898,Polycab 1sq.mm PVC Insulated Cables,Voltage,1100V,208737,Polycab House Wire
190607954,Polycab PVC Insulated Single Core Flexible Copper Wire,Conductor,Copper,208737,Polycab House Wire
159219646,Polycab Wire,Certifications,RoHS Compliant,208737,Polycab House Wire
263333152,Electrical Polycab Wire,Wire Size,1.5 sqmm,208737,Polycab House Wire
200623789,Polycab Wire 1.00 Sq.Mm. 90mtr.,Color,Red,208737,Polycab House Wire
86835845,Polycab Wire,,,208737,Polycab House Wire
250355460,Polycab 4sqmm Single Core Flexible Cable (Yellow),Number Of Cores,Single Core,208737,Polycab House Wire
266984558,2.5Sq mm Polycab FRZH Flame Redundant Zero Halogen Wire,Current Rating,4A,208737,Polycab House Wire
255725676,Polycab 1.5 Sq.Mm 1 Core Fr Industrial Flexible Cable Black (100 M),Magnitude of UOM,100,208737,Polycab House Wire
197747323,Polycab Datar Wire,Color,Red,208737,Polycab House Wire
173598615,1.5sq.mm House Wire Polycab,Suitable for,Construction,208737,Polycab House Wire
194489280,Polycab Electrical Wire,Voltage,220V,208737,Polycab House Wire
280243697,2 5 Mm Polycab Wire,Model,Polycab Optima+,208737,Polycab House Wire
253090630,Polycab 2.5 Sq.Mm 3 Core Fr Industrial Flexible Cable Black (100 M),Selling Unit,Roll,208737,Polycab House Wire
136262282,Polycab HW-FRLS Building Wires,Country Of Origin,Made in India,208737,Polycab House Wire
247725160,Polycab Copper Insulated Cable,Type,Insulated Power Cable,208737,Polycab House Wire
284147779,250Kva Silent Diesel Generator,Power,250 kVA,208737,Polycab House Wire
123151628,Polycab Wires,Insulation,Yes,208737,Polycab House Wire
227583716,"Polycab Industrial Multistand Cables (FRLSH), 4 sq mm",Current Rating,4A,208737,Polycab House Wire
259793101,1sqmm Polycab House Wire,Wire Size,1 sqmm,208737,Polycab House Wire
205310138,Blue Polycab FR House Wire,Color,Blue,208737,Polycab House Wire
255725676,Polycab 1.5 Sq.Mm 1 Core Fr Industrial Flexible Cable Black (100 M),Cable Length,100 m,208737,Polycab House Wire
274890551,Polycab Wire 2.5 Sq Mm,Number Of Cores,Single Core,208737,Polycab House Wire
